category,location_type,location,context,outcome_status,persistent_id,id,location_subtype,month,collection_location,collection_date
theft-from-the-person,Force,"{'latitude': '51.507576', 'street': {'id': 1676403, 'name': 'On or near Nightclub'}, 'longitude': '-0.141776'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",b181e770ff1d6c2af75f69774e58cd0e1439ba9da2c5f78d29e043fe128e0665,127630085,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.510952', 'street': {'id': 1677471, 'name': 'On or near Great Windmill Street'}, 'longitude': '-0.134064'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",e33cd67db9588253ee6c080c3b7826933b0da83f2be1c2ff5a27a1921a4fd54c,127632941,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.499488', 'street': {'id': 1679222, 'name': 'On or near Hospital'}, 'longitude': '-0.118410'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",c412107808daf945d58b06eb31381e8a8913e0d0ac8d1887a3962853149b827f,127632901,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.500566', 'street': {'id': 1677768, 'name': 'On or near Dartmouth Street'}, 'longitude': '-0.131851'}",,"{'category': 'Unable to prosecute suspect', 'date': '2025-04'}",016912aabae4eeeef96f33f83fabb13968b46f3ca8f6b02824921ab476f1cd93,127441684,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.509807', 'street': {'id': 1678020, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131055'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",33fabb9d428cfec800af1099f0f0d8fce10a4bd3c516f1b41f8f02759a5a1e2f,127631472,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.507576', 'street': {'id': 1676403, 'name': 'On or near Nightclub'}, 'longitude': '-0.141776'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",15c45119a008473eee40c33495482d67c20666f1bba3a0992d7e99890dec7d78,127631493,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.503685', 'street': {'id': 1679036, 'name': 'On or near Ferry Terminal'}, 'longitude': '-0.119346'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",e9f623b63b795dd83e2e9485bc42504b15f82b18835a02765882b0b09de0e1ca,127631457,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.507446', 'street': {'id': 1677030, 'name': 'On or near Masons Yard'}, 'longitude': '-0.137521'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",e5cf46daf3ac5c1c29870eecf54698f072f89468c471c2203f63fb9f089406b3,127630683,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.489387', 'street': {'id': 1677896, 'name': 'On or near Drummond Gate'}, 'longitude': '-0.131732'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",9387b37bf07affec20abdaef02c9065b6848d99122a07cc3b27a55ee64e5fe68,127631390,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.506736', 'street': {'id': 1678642, 'name': ""On or near Craig's Court""}, 'longitude': '-0.126800'}",,"{'category': 'Under investigation', 'date': '2025-04'}",2cc53d39d0be6621ca830e40b86091f517dba6813178284452e698a5fa93d319,127631375,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.510840', 'street': {'id': 1678254, 'name': 'On or near Nightclub'}, 'longitude': '-0.128984'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",d3c872877accc3b9f6e922d9f0d6aa5b5b761b1af6eb55feb1d391c3da6fe446,127626412,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.483274', 'street': {'id': 1677655, 'name': 'On or near Nine Elms Lane'}, 'longitude': '-0.132414'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",5bbc6ad9882f4b8f5c227fbfb6517dfe1b05a2b577fdf3a0b97f31d92f01f639,127626666,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.499488', 'street': {'id': 1679222, 'name': 'On or near Hospital'}, 'longitude': '-0.118410'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",98e00db02b7eaabcbbf3fc75f119de223da62aab17d2b289364883c82a7940b9,127625712,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.489083', 'street': {'id': 1679285, 'name': 'On or near Spring Mews'}, 'longitude': '-0.121157'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",5e2500a4139ca219b99dd9e8c52edc7d3791d6822f62115e0c18831941836aca,127632042,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.495855', 'street': {'id': 1674520, 'name': 'On or near Chesham Street'}, 'longitude': '-0.155728'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",4ac3e628524b07488cc2ad770477f459da4c27dd6809f352d91d10724dd332cb,127632017,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.510641', 'street': {'id': 1676033, 'name': 'On or near Bruton Street'}, 'longitude': '-0.144467'}",,"{'category': 'Under investigation', 'date': '2025-04'}",07495da8f852fe113e02984af88dbdd213922395213c005ba1b22aafb94a3b4c,127626323,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.509251', 'street': {'id': 1677545, 'name': ""On or near St James's Market""}, 'longitude': '-0.133398'}",,"{'category': 'Under investigation', 'date': '2025-04'}",a4ae1506cbbc36d922653be92446885ab840aab08d3058e705057e547edb8b56,127628164,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.499549', 'street': {'id': 1676314, 'name': 'On or near Buckingham Mews'}, 'longitude': '-0.141416'}",,"{'category': 'Under investigation', 'date': '2025-04'}",b2f79a55291de3e01dc79583449295a6ec9cc1dc76fdce7aafc4e976bed77fb6,127625458,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.510272', 'street': {'id': 1678129, 'name': 'On or near Nightclub'}, 'longitude': '-0.129192'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",65a606e2cb4752dca92e831d6f510688590f31c862534bf8ade8ded7ca335c2d,127625584,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.499401', 'street': {'id': 1678232, 'name': 'On or near The Sanctuary'}, 'longitude': '-0.129234'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",0b205de7aab2aa3e9ac275c93bd8268eb84532c3ad2a2d08a3feed4b909932e6,127626372,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.508653', 'street': {'id': 1679156, 'name': 'On or near York Buildings'}, 'longitude': '-0.122975'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",e72876343cc815770a2591eacb164373d377347c197ccf9348c17d959b2d984f,127626439,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.504010', 'street': {'id': 1680108, 'name': 'On or near Waterloo'}, 'longitude': '-0.115515'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",39cae515b471ac9050898ef9d6b90bfa47ea9418de59fb2de180453a952f3c8f,127626567,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.501162', 'street': {'id': 1680084, 'name': 'On or near Addington Street'}, 'longitude': '-0.116252'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",feb65a1131a56672f28466969c58515994b6f2d8e8f49fcfe7ceefb008c154ac,127626734,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.488939', 'street': {'id': 1676132, 'name': 'On or near Winchester Street'}, 'longitude': '-0.143764'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",3a158f35ffe83c29aca9c2c1ac0c4d965443965bb7c0543c0200f9fd811f9ac4,127626757,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.508313', 'street': {'id': 1677242, 'name': 'On or near Apple Tree Yard'}, 'longitude': '-0.136074'}",,"{'category': 'Under investigation', 'date': '2025-04'}",d35d69278964e78e6f3197f66c5614e45ce4d851f7c82bfd6a390e20f3ff22f0,127626856,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.489083', 'street': {'id': 1679285, 'name': 'On or near Spring Mews'}, 'longitude': '-0.121157'}",,"{'category': 'Under investigation', 'date': '2025-04'}",1831ff57e4497c7f6eb526c8f59ff1a21957aefb3b260df4e53ae5b9a229f7c2,127626912,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.500077', 'street': {'id': 1680480, 'name': 'On or near Supermarket'}, 'longitude': '-0.113602'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",59143b686b3123d47bf73d21ae6f3b9ea78cf6c09b15a37293780320d03f3093,127626923,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.486519', 'street': {'id': 1675143, 'name': 'On or near Hospital'}, 'longitude': '-0.150502'}",,"{'category': 'Under investigation', 'date': '2025-04'}",25ea32cb462e8a9ad006f12a3fdfbb84260c567b45dc0d0e0e2e9865d7411614,127627250,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.510952', 'street': {'id': 1677471, 'name': 'On or near Great Windmill Street'}, 'longitude': '-0.134064'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",9bb17f59affc879157553c4aa33fb4f195a9fab8af3c453e82beb854a1c56b0d,127627328,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.510468', 'street': {'id': 1678029, 'name': 'On or near Leicester Square'}, 'longitude': '-0.130769'}",,"{'category': 'Under investigation', 'date': '2025-04'}",f2b5402e878fcac0e45ae7eb5cef2abcfe8d8ad9c92cd2853a6784b4b9a89381,127627566,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.510952', 'street': {'id': 1677471, 'name': 'On or near Great Windmill Street'}, 'longitude': '-0.134064'}",,"{'category': 'Under investigation', 'date': '2025-04'}",96dc3272383ac74a23eb3b86246915d0724d3534c1c1e2961531319c3efe325f,127627574,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.499549', 'street': {'id': 1676314, 'name': 'On or near Buckingham Mews'}, 'longitude': '-0.141416'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",3d1236720f1949eca5c35b7491b85e5468da5ff00fd5bf928dca6a38b373a2c2,127627584,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.509962', 'street': {'id': 1676943, 'name': 'On or near Nightclub'}, 'longitude': '-0.137952'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",2c101d0a27cc29f1bc2236c255975c3d4dec8640b638026ca72e5b7aa3883951,127627602,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.511534', 'street': {'id': 1678076, 'name': 'On or near Lisle Street'}, 'longitude': '-0.130495'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",4adfdd78df98771f9fb6b0bb9bb1ac5639b61fc839965d947c27f9dacd52347f,127627782,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.508313', 'street': {'id': 1677242, 'name': 'On or near Apple Tree Yard'}, 'longitude': '-0.136074'}",,"{'category': 'Under investigation', 'date': '2025-04'}",3d3aea1d57cd953bedbed2065abab2497e5e1bf61b5fd8619b32a1e09d6e95b9,127627812,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.509786', 'street': {'id': 1678937, 'name': 'On or near Police Station'}, 'longitude': '-0.124658'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",394988181c3f92417845c26603f86466ccda29c70b5115e35b178592ac1d7560,127627960,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.504176', 'street': {'id': 1675117, 'name': 'On or near Hamilton Mews'}, 'longitude': '-0.149643'}",,"{'category': 'Under investigation', 'date': '2025-04'}",ce3842b22b088d9df2cafdec99fe9a9beb4f0e4789269c53037e2737a82d05a3,127628020,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.497798', 'street': {'id': 1675957, 'name': 'On or near Victoria Square'}, 'longitude': '-0.144931'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",bc8238fea31b00710aa0b5bf6e798afe0e3c591581d2d0dce48ff814cecc4be3,127628061,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.497540', 'street': {'id': 1677294, 'name': 'On or near Victoria Street'}, 'longitude': '-0.135490'}",,"{'category': 'Under investigation', 'date': '2025-04'}",b8d46e297883444cf593e45282be65fc8df291d7cfa625d841a0f57385ceb33c,127628099,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.510953', 'street': {'id': 1677692, 'name': 'On or near Nightclub'}, 'longitude': '-0.133012'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",4a23ef55fdc7fb4a5d66feeda000270d6d333436fccedf17bfbce87ce82831ee,127628220,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.510729', 'street': {'id': 1677342, 'name': 'On or near Denman Street'}, 'longitude': '-0.135283'}",,"{'category': 'Under investigation', 'date': '2025-04'}",401dc0f02078ca3e09bd23a3fb06f8c379dbd3b9478a46d9f841759d9895cd28,127628260,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.510942', 'street': {'id': 1677925, 'name': 'On or near Leicester Street'}, 'longitude': '-0.131196'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",4a8507a0981a714628eeb6c6d3ac786bac517b91744df3ca09f0f9a1c6008c2e,127628265,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.510729', 'street': {'id': 1677342, 'name': 'On or near Denman Street'}, 'longitude': '-0.135283'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",87fd810324af75925ade31bf7a1b8e78369de5b4a62f8a86babd52bd5abdb003,127628287,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.501151', 'street': {'id': 1678482, 'name': 'On or near Great George Street'}, 'longitude': '-0.127908'}",,"{'category': 'Under investigation', 'date': '2025-04'}",b8bf02a331d445bf1af4e4d7e53deaa45b4ac0935c1f4c2586097a024d70cda2,127628301,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.503590', 'street': {'id': 1680001, 'name': 'On or near Belvedere Road'}, 'longitude': '-0.117333'}",,"{'category': 'Under investigation', 'date': '2025-04'}",c1652007de8703e8b43342369dcff07183994412e0ab3f1d509e53691869f0ff,127628374,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.507766', 'street': {'id': 1676493, 'name': 'On or near Nightclub'}, 'longitude': '-0.141284'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",1dd54716e850227fd60b0f0316c7ea7b5967289c54234d31e01fbd88c07bfeb6,127628403,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.488572', 'street': {'id': 1676939, 'name': 'On or near Moreton Terrace Mews South'}, 'longitude': '-0.137628'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",d30568adc2c348388c7cf13577e118054c13a0aa69d8253d36d549d0a9f91747,127628439,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.496252', 'street': {'id': 1676510, 'name': 'On or near Ashley Place'}, 'longitude': '-0.140470'}",,"{'category': 'Under investigation', 'date': '2025-04'}",fc5c2f49582bef01ab545f70132459cce4e7ab7c236dced4c06a347cfb8c7649,127628445,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.496711', 'street': {'id': 1677082, 'name': 'On or near Howick Place'}, 'longitude': '-0.137095'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",fff51248d5659ac37d1227e4c6c4319096feec93384c1d732776bd65247e41a0,127628513,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.497033', 'street': {'id': 1675564, 'name': 'On or near Grosvenor Gardens Mews North'}, 'longitude': '-0.147166'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",bd25a9578b86de551602e68c5fabd3bdf03778f3839486049b28d6c4420aec1d,127628518,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.511860', 'street': {'id': 1676890, 'name': 'On or near Upper John Street'}, 'longitude': '-0.137975'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",1bf70d54a2be85e410a172bd73824fb5495b6a963a856718a199b2d2dec1dbf5,127628520,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.505002', 'street': {'id': 1676841, 'name': 'On or near Russell Court'}, 'longitude': '-0.138788'}",,"{'category': 'Under investigation', 'date': '2025-04'}",6e8c723417f17841c3630a3a5163ce771f87e389933b0f84e5c64ba73dca4eec,127628752,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.507970', 'street': {'id': 1677656, 'name': 'On or near Charles Ii Street'}, 'longitude': '-0.133162'}",,"{'category': 'Under investigation', 'date': '2025-04'}",8ec8aa6e91a31016940163e405b392c52c1f01fee2a779c3c8f843bcdf042a7c,127628754,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.494283', 'street': {'id': 1674174, 'name': 'On or near Ellis Street'}, 'longitude': '-0.157564'}",,"{'category': 'Under investigation', 'date': '2025-04'}",20d4bed947e49bee9fe6377e9363e9d4eadbf35b595d846e9dffd242c2b0fab2,127628774,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.505459', 'street': {'id': 1675723, 'name': 'On or near Yarmouth Place'}, 'longitude': '-0.146623'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",0954ce62f45b76880048c6a61ebed7d34da64223d12f139d1ea279e585ef1662,127628846,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.511860', 'street': {'id': 1676890, 'name': 'On or near Upper John Street'}, 'longitude': '-0.137975'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",a102b0ce26c52ab7e1557a6142c1349d5f1d80cc6719e31497445a62b20ce20a,127628936,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.509158', 'street': {'id': 1677370, 'name': 'On or near Theatre/concert Hall'}, 'longitude': '-0.134930'}",,"{'category': 'Under investigation', 'date': '2025-04'}",49eeb555c35d5493bbdc551374f8fb08e8c461e01c1cd889a172c6383a2cf75b,127628986,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.506236', 'street': {'id': 1676347, 'name': 'On or near Parking Area'}, 'longitude': '-0.141322'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",8e79774d59e2eb72d6004b932c85de344cfd380875ba5da3aa3f9fb28aa15d48,127628987,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.506236', 'street': {'id': 1676347, 'name': 'On or near Parking Area'}, 'longitude': '-0.141322'}",,"{'category': 'Under investigation', 'date': '2025-04'}",95077680b67c4bf71e2ff0408caeea075fed8bcaaec0911e8c6b0d688746a2bb,127629077,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.510729', 'street': {'id': 1677342, 'name': 'On or near Denman Street'}, 'longitude': '-0.135283'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",97c5a554f8661300fd0d8946e48004f5491d627416a50fde5ea2d5202102769d,127629079,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.491604', 'street': {'id': 1675292, 'name': 'On or near Police Station'}, 'longitude': '-0.149605'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",702f122ba31a763af47644c53cc3536400f9346d4b6dc7921cbf4c929a8ec9ed,127629107,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.504717', 'street': {'id': 1675503, 'name': 'On or near Down Street Mews'}, 'longitude': '-0.148022'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",7181d280f21f9fc3e339a73fce4a2af7077255be2118725861b019a9178f5144,127629112,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.509158', 'street': {'id': 1677370, 'name': 'On or near Theatre/concert Hall'}, 'longitude': '-0.134930'}",,"{'category': 'Under investigation', 'date': '2025-04'}",dcb002e4e7239eb7205ba394bbd744857d2cbb63a80c4eea6ddbac3c2b5c7902,127629193,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.487677', 'street': {'id': 1679233, 'name': 'On or near Goding Street'}, 'longitude': '-0.122108'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",0e9defafb253bd88e981b535ec91bb2b55a589134ba79a94b744f3c3322111d3,127629277,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.499046', 'street': {'id': 1676069, 'name': 'On or near Palace Place'}, 'longitude': '-0.142561'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",fb2415556e00ed52f08b51cca77c380686f64c23f8b1d927c4325b3f67736b10,127629357,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.510266', 'street': {'id': 1676722, 'name': 'On or near Vigo Street'}, 'longitude': '-0.139006'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",8b3b85842aef65ad17100b641cb0884d2539734d233f5363ebc0817446bb802f,127629359,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.511264', 'street': {'id': 1677077, 'name': 'On or near Lower John Street'}, 'longitude': '-0.137308'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",1c862af6281f9ecb7820e3582647d144440ad0f4bb963ce2ad0d67c8fbf5ea66,127629429,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.507394', 'street': {'id': 1678399, 'name': 'On or near Charing Cross'}, 'longitude': '-0.128042'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",60aac1597c4dd7b4abdd168a4cea4b973a0ec04e9b5a7693705ea63002ad1ab4,127629433,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.503590', 'street': {'id': 1680001, 'name': 'On or near Belvedere Road'}, 'longitude': '-0.117333'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",c404ac9c6568e8d7193fc7100623df95eeeeb1d4ab81e68acd1fb58ef8a6b564,127629452,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.500978', 'street': {'id': 1678704, 'name': 'On or near Bridge Street'}, 'longitude': '-0.125524'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",43bec510b114bcda4694c5120ff92add901587798309d47cd47732752d1767c2,127629470,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.487677', 'street': {'id': 1679233, 'name': 'On or near Goding Street'}, 'longitude': '-0.122108'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",c7a1ead7fad480b66526a72d2ebca4131fcc36d9758ea0ca7c97007f9f5cdef7,127629572,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.504010', 'street': {'id': 1680108, 'name': 'On or near Waterloo'}, 'longitude': '-0.115515'}",,"{'category': 'Under investigation', 'date': '2025-04'}",3ff6883e7b33d65c1502bf3209e9943e99731ba85d24346343e5efbdf01ad056,127629737,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.506109', 'street': {'id': 1675151, 'name': 'On or near Curzon Square'}, 'longitude': '-0.150790'}",,"{'category': 'Under investigation', 'date': '2025-04'}",6ca22a5a000fbc3f56909d3bdab4a3a07bad6b325a82b6ced581f84f9ee78718,127629744,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.501162', 'street': {'id': 1680084, 'name': 'On or near Addington Street'}, 'longitude': '-0.116252'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",749f1216d3fe9f775a5bfb55e1ee8bc29f79584445d3ebd7d5716425442f106a,127629784,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.485829', 'street': {'id': 1679071, 'name': 'On or near Vauxhall'}, 'longitude': '-0.122919'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",9de7b50c9ee4488c9935f9e2f46319c65b46bc952e5a027dcfc7fa2c2fc82403,127629802,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.493894', 'street': {'id': 1676500, 'name': 'On or near Gillingham Row'}, 'longitude': '-0.140912'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",8d64fbc3fefa7836b9f27a3cf68005153f51c6b41f9a84359ccb6238a3c19d81,127629823,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.499302', 'street': {'id': 1677299, 'name': ""On or near St James's Park""}, 'longitude': '-0.133790'}",,"{'category': 'Unable to prosecute suspect', 'date': '2025-04'}",f6bdf0527493a4135f6806332c5294a266a3c8c88462d0496eb4ba0f643bffb3,127629827,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.494214', 'street': {'id': 1677759, 'name': 'On or near Rutherford Street'}, 'longitude': '-0.132716'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",1138dfc4f6f8079843dfeb03a968de1b6628ac7452088a1e98949d711a9ede8d,127629830,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.503685', 'street': {'id': 1679036, 'name': 'On or near Ferry Terminal'}, 'longitude': '-0.119346'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",f12c2b932f2fc4cba5e962e6261295ad12b41d604b95dade6bcc15db9fd75db6,127631489,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.510468', 'street': {'id': 1678029, 'name': 'On or near Leicester Square'}, 'longitude': '-0.130769'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",f04b3d797a7add7f39b053c93f6758f0497f91a8b9bab7bde05fba034d535993,127631503,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.490665', 'street': {'id': 1674964, 'name': 'On or near Pimlico Road'}, 'longitude': '-0.152250'}",,"{'category': 'Under investigation', 'date': '2025-04'}",ad51ff03bd605c9d6aaa831880dc5e73eea3254191e5721452ac533ea1c48bea,127631526,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.506236', 'street': {'id': 1676347, 'name': 'On or near Parking Area'}, 'longitude': '-0.141322'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",1ca5e90a62e5f4e64e3091705affc714fa41cef6df7a0fec85bb412d48ab12cb,127631556,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.486451', 'street': {'id': 1678828, 'name': 'On or near Bridgefoot'}, 'longitude': '-0.124679'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-04'}",44d1ab9c09f420cdc161877e700483c354b64bad8aec07f6d520d7819a2dc3f3,127631582,,2025-04,Westminster,2025-04
theft-from-the-person,Force,"{'latitude': '51.500280', 'street': {'id': 1680169, 'name': 'On or near Further/higher Educational Building'}, 'longitude': '-0.116091'}",,"{'category': 'Under investigation', 'date': '2025-04'}",bd350747969527830dedef694b431c25ca90c8e0974a14e35b0c0186624d0035,127631640,,2025-04,Westminster,2025-04
